candidate,median_ms,cold_ms,allocated_GiB,reserved_GiB,nvml_GiB,detections,cases,matched_detections,mask_iou_mean,mask_iou_min,changed_pixels,compared_pixels,changed_percent,score_max_abs,box_max_abs_px
early,194.167,605.978,2.2475,2.6191,3.4053,11,3,11,0.99921458,0.9975095563535271,225,9398400,0.0023940245148110317,0.00244140625,0.49798583984375
tanh_mlp,196.241,607.712,2.2478,2.6191,3.4053,11,3,11,0.99920366,0.9972199698830071,232,9398400,0.0024685052774940414,0.00244140625,0.4908447265625
channels_last,196.297,632.491,2.2466,2.5859,3.3721,11,3,11,0.99923745,0.9976252534028381,222,9398400,0.0023621041879468845,0.00244140625,0.49383544921875
stock_before_round3,196.77,1290.902,4.9935,5.2305,6.0166,11,3,0,,,,,,,
trim_text_uncached,197.68,7568.932,2.1248,2.5352,3.3447,15,5,15,0.99918129,0.9975676145248161,289,18038400,0.001602137661876885,0.00341796875,0.48895263671875
fused,198.294,620.466,2.2492,2.5703,3.3564,11,3,11,0.99919897,0.9972199698830071,230,9398400,0.00244722505958461,0.0029296875,0.4915771484375
inplace_mlp,198.384,644.131,2.2478,2.6133,3.3994,11,3,11,0.99921458,0.9975095563535271,225,9398400,0.0023940245148110317,0.00244140625,0.49798583984375
half,200.486,614.337,2.2478,2.6191,3.4053,11,3,11,0.99921458,0.9975095563535271,225,9398400,0.0023940245148110317,0.00244140625,0.49798583984375
nocache,201.875,580.333,3.8119,4.1582,4.9443,11,3,11,1.0,1.0,0,9398400,0.0,0.0,0.0
compiled_mlp,202.413,3317.946,2.2475,2.6191,3.4053,11,3,11,0.99922291,0.9976831740515494,220,9398400,0.0023408239700374533,0.00244140625,0.4915771484375
static_head,202.952,714.171,2.2477,2.6289,3.415,11,3,11,0.99920311,0.9974517866450454,227,9398400,0.002415304732720463,0.00244140625,0.49798583984375
combined_uncached,202.993,717.11,2.2492,2.5371,3.3232,15,5,15,0.99917652,0.9975095563535271,289,18038400,0.001602137661876885,0.00341796875,0.49798583984375
arena,203.829,777.348,2.2475,2.6777,3.4639,11,3,11,0.99921458,0.9975095563535271,225,9398400,0.0023940245148110317,0.00244140625,0.49798583984375
stock,204.133,621.26,4.9935,5.2305,6.0166,15,5,0,,,,,,,
bf16_lean,205.751,566.896,3.5304,3.9023,4.6885,11,3,11,1.0,1.0,0,9398400,0.0,0.0,0.0
output_inplace,205.853,760.212,2.2492,2.5371,3.3232,15,5,15,0.99917652,0.9975095563535271,289,18038400,0.001602137661876885,0.00341796875,0.49798583984375
dynamic_head,206.285,661.456,2.2475,2.6191,3.4053,11,3,11,0.99922508,0.9975095563535271,224,9398400,0.002383384405856316,0.00244140625,0.49798583984375
pixel_inplace,206.992,843.37,2.2483,2.5391,3.3252,11,3,11,0.99921458,0.9975095563535271,225,9398400,0.0023940245148110317,0.00244140625,0.49798583984375
stock_continued,207.073,613.216,4.9935,5.2305,6.0166,15,5,15,1.0,1.0,0,18038400,0.0,0.0,0.0
cudnn_search,207.865,3115.105,2.2485,2.5449,3.333,11,3,11,0.99921287,0.9975095563535271,223,9398400,0.0023727442969016,0.00244140625,0.49908447265625
fp16,210.773,674.922,3.8113,4.166,4.9521,15,5,15,0.99917652,0.9975095563535271,289,18038400,0.001602137661876885,0.00341796875,0.49798583984375
r14_stock_control,210.807,692.749,4.9935,5.2305,6.0166,15,5,15,1.0,1.0,0,18038400,0.0,0.0,0.0
fp16_before_round3,210.866,713.754,3.8113,4.166,4.9521,11,3,11,0.99921458,0.9975095563535271,225,9398400,0.0023940245148110317,0.00244140625,0.49798583984375
fp16_lean,213.308,677.569,3.5304,3.9102,4.6963,11,3,11,0.99921458,0.9975095563535271,225,9398400,0.0023940245148110317,0.00244140625,0.49798583984375
chunk512,214.321,655.768,2.2475,2.6133,3.3994,11,3,11,0.99921187,0.9975674736476312,223,9398400,0.0023727442969016,0.00244140625,0.49456787109375
efficient,217.426,918.013,2.2478,2.6191,3.4053,11,3,11,0.99920998,0.9975095563535271,226,9398400,0.0024046646237657473,0.00244140625,0.497802734375
rope_real,226.963,745.359,2.2475,2.6855,3.4717,11,3,11,0.99923777,0.9974516390594231,220,9398400,0.0023408239700374533,0.00244140625,0.49517822265625
